time_per,fifty_periods,main_place_slave_purch,country_reg_ship,purch_lat,purch_long,slaves_embarked,nat_color
1800,1750-1800,Sherbro,Great Britain,7.31,-12.3,2732,red
1800,1750-1800,Sherbro,USA,7.31,-12.3,268,green
1800,1750-1800,Mano,Great Britain,6.9295,-11.5007,574,red
1800,1750-1800,Cape Mount (Cape Grand Mount),France,7.133,-11.05,2201,blue
1800,1750-1800,Cape Mount (Cape Grand Mount),Great Britain,7.133,-11.05,29004,red
1800,1750-1800,Cape Mount (Cape Grand Mount),Netherlands,7.133,-11.05,1035,orange
1800,1750-1800,Cape Mount (Cape Grand Mount),USA,7.133,-11.05,307,green
1800,1750-1800,Grand Mesurado,France,6.2945,-10.7452,629,blue
1800,1750-1800,Grand Mesurado,Great Britain,6.2945,-10.7452,919,red
1800,1750-1800,"Lagos, Onim",France,6.5244,3.3792,4709,blue
1800,1750-1800,"Lagos, Onim",Great Britain,6.5244,3.3792,6480,red
1800,1750-1800,"Lagos, Onim",Portugal,6.5244,3.3792,1994,purple
1800,1750-1800,Garroway Roads,Great Britain,4.56,-7.91571,148,red
1800,1750-1800,Tabou,Great Britain,5.1012,-7.3517,358,red
1800,1750-1800,Ivory Coast,Netherlands,7.54,-5.5471,318,orange
1800,1750-1800,Cape Lahou,France,5.1365,-5.026,676,blue
1800,1750-1800,Cape Lahou,Great Britain,5.1365,-5.026,514,red
1800,1750-1800,Cape Lahou,Netherlands,5.1365,-5.026,18381,orange
1800,1750-1800,Grand Bassam,Great Britain,5.2259,-3.7537,101,red
1800,1750-1800,Apollonia,Great Britain,4.9885,-2.5904,352,red
1800,1750-1800,Axim,Netherlands,4.8665,-2.2409,496,orange
1800,1750-1800,Costa da Mina,Portugal,5.0827,-1.348,138292,purple
1800,1750-1800,Elmina,Other,5.1053,-1.3421,160,grey
1800,1750-1800,Elmina,France,5.1053,-1.3421,317,blue
1800,1750-1800,Elmina,Great Britain,5.1053,-1.3421,305,red
1800,1750-1800,Elmina,Netherlands,5.1053,-1.3421,18969,orange
1800,1750-1800,Elmina,Portugal,5.1053,-1.3421,517,purple
1800,1750-1800,Elmina,USA,5.1053,-1.3421,224,green
1800,1750-1800,"Africa., port unspecified",Other,6.6111,20.9394,16301,grey
1800,1750-1800,"Africa., port unspecified",France,6.6111,20.9394,42450,blue
1800,1750-1800,"Africa., port unspecified",Great Britain,6.6111,20.9394,165010,red
1800,1750-1800,"Africa., port unspecified",Netherlands,6.6111,20.9394,11131,orange
1800,1750-1800,"Africa., port unspecified",Portugal,6.6111,20.9394,862,purple
1800,1750-1800,"Africa., port unspecified",Spain,6.6111,20.9394,1046,yellow
1800,1750-1800,"Africa., port unspecified",Other,6.6111,20.9394,380,grey
1800,1750-1800,"Africa., port unspecified",USA,6.6111,20.9394,43062,green
1800,1750-1800,"Gold Coast, port unspecified",Other,5.1036,-1.2411,7352,grey
1800,1750-1800,"Gold Coast, port unspecified",France,5.1036,-1.2411,2993,blue
1800,1750-1800,"Gold Coast, port unspecified",Great Britain,5.1036,-1.2411,86326,red
1800,1750-1800,"Gold Coast, port unspecified",Netherlands,5.1036,-1.2411,8153,orange
1800,1750-1800,"Gold Coast, port unspecified",Portugal,5.1036,-1.2411,57,purple
1800,1750-1800,"Gold Coast, port unspecified",USA,5.1036,-1.2411,11915,green
1800,1750-1800,Cape Coast Castle,France,5.1,-1.24,1536,blue
1800,1750-1800,Cape Coast Castle,Great Britain,5.1,-1.24,54063,red
1800,1750-1800,Cape Coast Castle,Netherlands,5.1,-1.24,313,orange
1800,1750-1800,Cape Coast Castle,Portugal,5.1,-1.24,214,purple
1800,1750-1800,Cape Coast Castle,Other,5.1,-1.24,130,grey
1800,1750-1800,Cape Coast Castle,USA,5.1,-1.24,10766,green
1800,1750-1800,"Anomabu, Adja, Agga",Other,5.1761,-1.1233,350,grey
1800,1750-1800,"Anomabu, Adja, Agga",France,5.1761,-1.1233,3777,blue
1800,1750-1800,"Anomabu, Adja, Agga",Great Britain,5.1761,-1.1233,98411,red
1800,1750-1800,"Anomabu, Adja, Agga",Netherlands,5.1761,-1.1233,1940,orange
1800,1750-1800,"Anomabu, Adja, Agga",USA,5.1761,-1.1233,12999,green
1800,1750-1800,Gold Coast + Bight of Benin + Bight of Biafra,France,5.1761,-1.1233,333,blue
1800,1750-1800,"Gold Coast, Fr. definition",France,5.1761,-1.1233,52879,blue
1800,1750-1800,"Gold Coast, Fr. definition",Portugal,5.1761,-1.1233,581,purple
1800,1750-1800,Windward + Ivory + Gold +  Benin,Other,5.1761,-1.1233,663,grey
1800,1750-1800,Windward + Ivory + Gold +  Benin,Great Britain,5.1761,-1.1233,2600,red
1800,1750-1800,Windward + Ivory + Gold +  Benin,Netherlands,5.1761,-1.1233,38934,orange
1800,1750-1800,Christiansborg,Other,5.5469,-0.1833,8300,grey
1800,1750-1800,Christiansborg,France,5.5469,-0.1833,440,blue
1800,1750-1800,Christiansborg,USA,5.5469,-0.1833,156,green
1800,1750-1800,Danish Gold Coast,Other,5.5469,-0.1833,7581,grey
1800,1750-1800,Danish Gold Coast,Great Britain,5.5469,-0.1833,144,red
1800,1750-1800,Accra,Other,5.55,-0.02,2182,grey
1800,1750-1800,Accra,France,5.55,-0.02,4772,blue
1800,1750-1800,Accra,Great Britain,5.55,-0.02,1088,red
1800,1750-1800,Keta,France,5.9031,0.9868,107,blue
1800,1750-1800,Little Popo,France,6.2273,1.5814,1690,blue
1800,1750-1800,Little Popo,Netherlands,6.2273,1.5814,247,orange
1800,1750-1800,Popo,Great Britain,6.2833,1.833,9376,red
1800,1750-1800,Popo,Netherlands,6.2833,1.833,381,orange
1800,1750-1800,Popo,USA,6.2833,1.833,56,green
1800,1750-1800,Whydah,France,6.363,2.085,50197,blue
1800,1750-1800,Whydah,Great Britain,6.363,2.085,25060,red
1800,1750-1800,Whydah,Netherlands,6.363,2.085,798,orange
1800,1750-1800,Whydah,Portugal,6.363,2.085,23669,purple
1800,1750-1800,Whydah,USA,6.363,2.085,383,green
1800,1750-1800,"Bight of Benin, port unspecified",Other,5,2.1,73,grey
1800,1750-1800,"Bight of Benin, port unspecified",France,5,2.1,10254,blue
1800,1750-1800,"Bight of Benin, port unspecified",Great Britain,5,2.1,11518,red
1800,1750-1800,"Bight of Benin, port unspecified",Netherlands,5,2.1,351,orange
1800,1750-1800,"Bight of Benin, port unspecified",Portugal,5,2.1,2455,purple
1800,1750-1800,"Bight of Benin, port unspecified",USA,5,2.1,162,green
1800,1750-1800,Benin,France,6.379,2.4513,4837,blue
1800,1750-1800,Benin,Great Britain,6.379,2.4513,24355,red
1800,1750-1800,Benin,Portugal,6.379,2.4513,271,purple
1800,1750-1800,Ardra,France,6.379,2.451324,2034,blue
1800,1750-1800,Ardra,Portugal,6.379,2.451324,353,purple
1800,1750-1800,Porto Novo,France,6.4969,2.6289,31286,blue
1800,1750-1800,Porto Novo,Great Britain,6.4969,2.6289,3779,red
1800,1750-1800,Porto Novo,Portugal,6.4969,2.6289,9850,purple
1800,1750-1800,Badagry,France,6.415,2.88,18638,blue
1800,1750-1800,Badagry,Great Britain,6.415,2.88,636,red
1800,1750-1800,Badagry,Portugal,6.415,2.88,6900,purple
1800,1750-1800,Epe,France,6.6055,3.947,6488,blue
1800,1750-1800,Epe,Portugal,6.6055,3.947,5484,purple
1800,1750-1800,Iles Plantain,Great Britain,0.255436,6.602781,345,red
1800,1750-1800,São Tomé,Portugal,0.34523,6.7371,1778,purple
1800,1750-1800,São Tomé,Spain,0.34523,6.7371,97,yellow
1800,1750-1800,São Tomé or Princes Island,Portugal,0.34523,6.7371,475,purple
1800,1750-1800,New Calabar,France,4.5502,6.9783,276,blue
1800,1750-1800,New Calabar,Great Britain,4.5502,6.9783,53444,red
1800,1750-1800,Bassa,France,7.7702,7.0498,118,blue
1800,1750-1800,Bassa,Great Britain,7.7702,7.0498,23327,red
1800,1750-1800,Bonny,France,4.4142,7.1898,9648,blue
1800,1750-1800,Bonny,Great Britain,4.4142,7.1898,268617,red
1800,1750-1800,Bonny,Spain,4.4142,7.1898,230,yellow
1800,1750-1800,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",France,2.833,8,6998,blue
1800,1750-1800,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Great Britain,2.833,8,38450,red
1800,1750-1800,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Netherlands,2.833,8,200,orange
1800,1750-1800,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Portugal,2.833,8,545,purple
1800,1750-1800,Bights,Great Britain,2.8333,8,267,red
1800,1750-1800,Calabar,France,4.982,8.3345,21593,blue
1800,1750-1800,Calabar,Great Britain,4.982,8.3345,109246,red
1800,1750-1800,River del Rey,Great Britain,4.5352,8.7426,270,red
1800,1750-1800,Fernando Po,Spain,3.6198,8.7481,29,yellow
1800,1750-1800,Cap Lopez,France,-0.7726,8.7812,1020,blue
1800,1750-1800,Cap Lopez,Great Britain,-0.7726,8.7812,849,red
1800,1750-1800,Bimbia,Great Britain,4.066,9.4,1124,red
1800,1750-1800,Cameroons,Great Britain,4.0449,9.6855,22300,red
1800,1750-1800,Cameroons,USA,4.0449,9.6855,45,green
1800,1750-1800,Cameroons River,Great Britain,4.0833,9.7,3010,red
1800,1750-1800,"West Central Africa and St. Helena, port unspecified",France,-3.4426,10.6563,172540,blue
1800,1750-1800,"West Central Africa and St. Helena, port unspecified",Great Britain,-3.4426,10.6563,127018,red
1800,1750-1800,"West Central Africa and St. Helena, port unspecified",Netherlands,-3.4426,10.6563,593,orange
1800,1750-1800,"West Central Africa and St. Helena, port unspecified",Portugal,-3.4426,10.6563,663,purple
1800,1750-1800,"West Central Africa and St. Helena, port unspecified",Spain,-3.4426,10.6563,1324,yellow
1800,1750-1800,Mayumba,France,-3.4259,10.6567,690,blue
1800,1750-1800,Mayumba,Great Britain,-3.4259,10.6567,331,red
1800,1750-1800,Mayumba,Spain,-3.4259,10.6567,350,yellow
1800,1750-1800,Loango,France,-4.4925,11.2558,36361,blue
1800,1750-1800,Loango,Great Britain,-4.4925,11.2558,8355,red
1800,1750-1800,Loango,Netherlands,-4.4925,11.2558,1353,orange
1800,1750-1800,Boary,Netherlands,-4.49257,11.25584,1779,orange
1800,1750-1800,Gabon,France,-0.8037,11.6094,6940,blue
1800,1750-1800,Gabon,Great Britain,-0.8037,11.6094,8820,red
1800,1750-1800,Gabon,Netherlands,-0.8037,11.6094,1048,orange
1800,1750-1800,Gabon,Other,-0.8037,11.6094,109,grey
1800,1750-1800,Gabon,USA,-0.8037,11.6094,333,green
1800,1750-1800,Congo North,Other,-4.769,11.866,100,grey
1800,1750-1800,Congo North,France,-4.769,11.866,914,blue
1800,1750-1800,Congo North,Great Britain,-4.769,11.866,712,red
1800,1750-1800,Congo North,Netherlands,-4.769,11.866,26490,orange
1800,1750-1800,Malembo,France,-5.3384,12.1876,71309,blue
1800,1750-1800,Malembo,Great Britain,-5.3384,12.1876,14486,red
1800,1750-1800,Malembo,Netherlands,-5.3384,12.1876,18768,orange
1800,1750-1800,Malembo,Spain,-5.3384,12.1876,300,yellow
1800,1750-1800,Cabinda,France,-5.57,12.2,36024,blue
1800,1750-1800,Cabinda,Great Britain,-5.57,12.2,5750,red
1800,1750-1800,Cabinda,Netherlands,-5.57,12.2,5589,orange
1800,1750-1800,Cabinda,Portugal,-5.57,12.2,1251,purple
1800,1750-1800,Congo River,France,-6.07,12.45,1653,blue
1800,1750-1800,Congo River,Great Britain,-6.07,12.45,13859,red
1800,1750-1800,Ambriz,France,-7.8499,13.1167,3171,blue
1800,1750-1800,Ambriz,Great Britain,-7.8499,13.1167,11624,red
1800,1750-1800,St. Paul de Loanda,Portugal,-8.80407,13.2333,212738,purple
1800,1750-1800,Benguela,France,-12.59,13.42,331,blue
1800,1750-1800,Benguela,Portugal,-12.59,13.42,44351,purple
1800,1750-1800,Benguela,Spain,-12.59,13.42,541,yellow
1800,1750-1800,Cape of Good Hope,Spain,-34.21,18.28,258,yellow
1800,1750-1800,Quaqua,Great Britain,-28.5011,28.7719,175,red
1800,1750-1800,Lourenço Marques,France,-25.9692,32.5732,386,blue
1800,1750-1800,Delagoa,Great Britain,-26.0828,32.7633,453,red
1800,1750-1800,Sofala,Great Britain,-19,34.75,352,red
1800,1750-1800,Galam,Great Britain,32.4612,35.0211,291,red
1800,1750-1800,Galam,Portugal,32.4612,35.0211,297,purple
1800,1750-1800,Galam,USA,32.4612,35.0211,155,green
1800,1750-1800,Mozambique,France,-17.74087,35.3777,26242,blue
1800,1750-1800,Mozambique,Portugal,-17.74087,35.3777,4838,purple
1800,1750-1800,Mozambique,Spain,-17.74087,35.3777,1321,yellow
1800,1750-1800,Mozambique,USA,-17.74087,35.3777,1397,green
1800,1750-1800,Quilimane,Portugal,-17.85,36.92,201,purple
1800,1750-1800,Dembia,Great Britain,12.4099,37.2544,147,red
1800,1750-1800,Momboza or Zanzibar,France,-6.1563,39.1927,476,blue
1800,1750-1800,Kilwa,France,-8.9659,39.4971,4086,blue
1800,1750-1800,Ibo,France,-12.3448,40.5891,820,blue
1800,1750-1800,Quirimba,France,-12.4264,40.6069,504,blue
1800,1750-1800,"Southeast Africa and Indian Ocean islands, port unspecified",France,-18.7669,46.8691,2957,blue
1800,1750-1800,"Southeast Africa and Indian Ocean islands, port unspecified",Spain,-18.7669,46.8691,28,yellow
1800,1750-1800,St. Paul,Great Britain,-21.0453,55.3365,287,red
1800,1750-1800,Mascarene Islands,France,-20.7167,56.6167,696,blue
1800,1750-1800,Mauritius (Ile de France),France,-20.3484,57.5522,92,blue
1850,1800-1850,Côte de Malaguette (runs through to Cape Palmas on Windward Coast),France,6.4281,-9.4295,542,blue
1850,1800-1850,Windward Coast (Nunez - Assini),Great Britain,6.4281,-9.4295,6577,red
1850,1800-1850,Windward Coast (Nunez - Assini),USA,6.4281,-9.4295,629,green
1850,1800-1850,"Windward Coast, port unspecified",Other,6.4281,-9.4295,120,grey
1850,1800-1850,"Windward Coast, port unspecified",France,6.4281,-9.4295,183,blue
1850,1800-1850,"Windward Coast, port unspecified",Great Britain,6.4281,-9.4295,2475,red
1850,1800-1850,"Windward Coast, port unspecified",Portugal,6.4281,-9.4295,331,purple
1850,1800-1850,"Windward Coast, port unspecified",Spain,6.4281,-9.4295,859,yellow
1850,1800-1850,"Windward Coast, port unspecified",USA,6.4281,-9.4295,438,green
1850,1800-1850,Cape Verde Islands,Other,16.54,-23.04,490,grey
1850,1800-1850,Cape Verde Islands,France,16.54,-23.04,1134,blue
1850,1800-1850,Cape Verde Islands,Portugal,16.54,-23.04,2548,purple
1850,1800-1850,Cape Verde Islands,Spain,16.54,-23.04,596,yellow
1850,1800-1850,Senegal,Other,14.72,-17.47,1071,grey
1850,1800-1850,Senegal,France,14.72,-17.47,5783,blue
1850,1800-1850,Senegal,Other,14.72,-17.47,858,grey
1850,1800-1850,Senegal,Portugal,14.72,-17.47,242,purple
1850,1800-1850,Senegal,Spain,14.72,-17.47,163,yellow
1850,1800-1850,Senegal,Other,14.72,-17.47,103,grey
1850,1800-1850,Senegal,USA,14.72,-17.47,1648,green
1850,1800-1850,French Africa (Goree or Senegal),Other,14.6679,-17.3989,168,grey
1850,1800-1850,French Africa (Goree or Senegal),USA,14.6679,-17.3989,80,green
1850,1800-1850,Cacheu,Other,12,-16.1667,148,grey
1850,1800-1850,Cacheu,Great Britain,12,-16.1667,237,red
1850,1800-1850,Cacheu,Portugal,12,-16.1667,5327,purple
1850,1800-1850,Bissagos,France,11.25,-16.083,837,blue
1850,1800-1850,Gallinhas,Other,11.4667,-15.6833,3408,grey
1850,1800-1850,Gallinhas,France,11.4667,-15.6833,10603,blue
1850,1800-1850,Gallinhas,Great Britain,11.4667,-15.6833,1632,red
1850,1800-1850,Gallinhas,Netherlands,11.4667,-15.6833,180,orange
1850,1800-1850,Gallinhas,Portugal,11.4667,-15.6833,4397,purple
1850,1800-1850,Gallinhas,Spain,11.4667,-15.6833,11053,yellow
1850,1800-1850,Gallinhas,USA,11.4667,-15.6833,3712,green
1850,1800-1850,Bissau,Other,11.86113,-15.5859,895,grey
1850,1800-1850,Bissau,France,11.86113,-15.5859,215,blue
1850,1800-1850,Bissau,Portugal,11.86113,-15.5859,7210,purple
1850,1800-1850,Bissau,Spain,11.86113,-15.5859,1442,yellow
1850,1800-1850,Casamance,France,13.0153,-15.3177,350,blue
1850,1800-1850,Gambia,Other,13.4432,-15.3101,82,grey
1850,1800-1850,Gambia,France,13.4432,-15.3101,179,blue
1850,1800-1850,Gambia,Great Britain,13.4432,-15.3101,1446,red
1850,1800-1850,Gambia,Other,13.4432,-15.3101,255,grey
1850,1800-1850,Gambia,Portugal,13.4432,-15.3101,95,purple
1850,1800-1850,Gambia,Spain,13.4432,-15.3101,1031,yellow
1850,1800-1850,Gambia,USA,13.4432,-15.3101,2795,green
1850,1800-1850,Rio Nunez,Great Britain,10.833,-14.533,772,red
1850,1800-1850,Rio Nunez,Portugal,10.833,-14.533,85,purple
1850,1800-1850,Rio Nunez,Spain,10.833,-14.533,856,yellow
1850,1800-1850,Rio Pongo,Other,10.05,-14.065,513,grey
1850,1800-1850,Rio Pongo,Other,10.05,-14.065,464,grey
1850,1800-1850,Rio Pongo,France,10.05,-14.065,902,blue
1850,1800-1850,Rio Pongo,Great Britain,10.05,-14.065,3020,red
1850,1800-1850,Rio Pongo,Portugal,10.05,-14.065,1342,purple
1850,1800-1850,Rio Pongo,Spain,10.05,-14.065,4161,yellow
1850,1800-1850,Rio Pongo,USA,10.05,-14.065,4334,green
1850,1800-1850,Iles de Los,France,9.4769,-13.7855,278,blue
1850,1800-1850,Iles de Los,Great Britain,9.4769,-13.7855,513,red
1850,1800-1850,Iles de Los,USA,9.4769,-13.7855,3416,green
1850,1800-1850,Sierra Leone estuary,Great Britain,8.48444,-13.23444,5448,red
1850,1800-1850,Sierra Leone estuary,USA,8.48444,-13.23444,1323,green
1850,1800-1850,Senegambia or Sierra Leone,Great Britain,8.4844,-13.2344,541,red
1850,1800-1850,Senegambia or Sierra Leone,Spain,8.4844,-13.2344,284,yellow
1850,1800-1850,Bance Island (Ben's Island),Great Britain,8.5667,-13.033,2133,red
1850,1800-1850,Bance Island (Ben's Island),Other,8.5667,-13.033,100,grey
1850,1800-1850,"Sierra Leone, port unspecified",Other,8.57,-13.03,716,grey
1850,1800-1850,"Sierra Leone, port unspecified",France,8.57,-13.03,1737,blue
1850,1800-1850,"Sierra Leone, port unspecified",Netherlands,8.57,-13.03,32,orange
1850,1800-1850,"Sierra Leone, port unspecified",Portugal,8.57,-13.03,521,purple
1850,1800-1850,"Sierra Leone, port unspecified",Spain,8.57,-13.03,1744,yellow
1850,1800-1850,"Sierra Leone, port unspecified",USA,8.57,-13.03,295,green
1850,1800-1850,Sherbro,France,7.31,-12.3,2567,blue
1850,1800-1850,Sherbro,Portugal,7.31,-12.3,1644,purple
1850,1800-1850,Sherbro,Spain,7.31,-12.3,1382,yellow
1850,1800-1850,Sherbro,USA,7.31,-12.3,361,green
1850,1800-1850,Cape Mount (Cape Grand Mount),France,7.133,-11.05,1229,blue
1850,1800-1850,Cape Mount (Cape Grand Mount),Great Britain,7.133,-11.05,3802,red
1850,1800-1850,Cape Mount (Cape Grand Mount),Netherlands,7.133,-11.05,150,orange
1850,1800-1850,Cape Mount (Cape Grand Mount),Spain,7.133,-11.05,422,yellow
1850,1800-1850,Cape Mount (Cape Grand Mount),Other,7.133,-11.05,87,grey
1850,1800-1850,Cape Mount (Cape Grand Mount),USA,7.133,-11.05,1962,green
1850,1800-1850,Grand Mesurado,France,6.2945,-10.7452,1413,blue
1850,1800-1850,Grand Mesurado,Great Britain,6.2945,-10.7452,810,red
1850,1800-1850,Grand Mesurado,Spain,6.2945,-10.7452,162,yellow
1850,1800-1850,Little Bassa,Spain,6.025,-10.2099,187,yellow
1850,1800-1850,Trade Town,Spain,5.7844,-9.8463,13,yellow
1850,1800-1850,Grand Bassa,France,6.233,-9.833,552,blue
1850,1800-1850,Grand Bassa,Portugal,6.233,-9.833,325,purple
1850,1800-1850,Grand Bassa,Spain,6.233,-9.833,222,yellow
1850,1800-1850,"Lagos, Onim",Other,6.5244,3.3792,24567,grey
1850,1800-1850,"Lagos, Onim",France,6.5244,3.3792,911,blue
1850,1800-1850,"Lagos, Onim",Great Britain,6.5244,3.3792,6642,red
1850,1800-1850,"Lagos, Onim",Portugal,6.5244,3.3792,20703,purple
1850,1800-1850,"Lagos, Onim",Spain,6.5244,3.3792,6220,yellow
1850,1800-1850,"Lagos, Onim",USA,6.5244,3.3792,2095,green
1850,1800-1850,Cape Lahou,France,5.1365,-5.026,105,blue
1850,1800-1850,Cape Lahou,Great Britain,5.1365,-5.026,346,red
1850,1800-1850,Cape Lahou,Netherlands,5.1365,-5.026,582,orange
1850,1800-1850,Cape Lahou,Portugal,5.1365,-5.026,19,purple
1850,1800-1850,Costa da Mina,Other,5.0827,-1.348,1878,grey
1850,1800-1850,Costa da Mina,Portugal,5.0827,-1.348,63140,purple
1850,1800-1850,Costa da Mina,Spain,5.0827,-1.348,1507,yellow
1850,1800-1850,Elmina,Great Britain,5.1053,-1.3421,304,red
1850,1800-1850,Elmina,Portugal,5.1053,-1.3421,131,purple
1850,1800-1850,Elmina,USA,5.1053,-1.3421,424,green
1850,1800-1850,"Africa., port unspecified",Other,6.6111,20.9394,411,grey
1850,1800-1850,"Africa., port unspecified",Other,6.6111,20.9394,59020,grey
1850,1800-1850,"Africa., port unspecified",Other,6.6111,20.9394,8092,grey
1850,1800-1850,"Africa., port unspecified",France,6.6111,20.9394,81818,blue
1850,1800-1850,"Africa., port unspecified",Great Britain,6.6111,20.9394,49861,red
1850,1800-1850,"Africa., port unspecified",Other,6.6111,20.9394,149,grey
1850,1800-1850,"Africa., port unspecified",Netherlands,6.6111,20.9394,1326,orange
1850,1800-1850,"Africa., port unspecified",Portugal,6.6111,20.9394,73314,purple
1850,1800-1850,"Africa., port unspecified",Portugal,6.6111,20.9394,1067,purple
1850,1800-1850,"Africa., port unspecified",Other,6.6111,20.9394,340,grey
1850,1800-1850,"Africa., port unspecified",Spain,6.6111,20.9394,255647,yellow
1850,1800-1850,"Africa., port unspecified",Spain,6.6111,20.9394,2372,yellow
1850,1800-1850,"Africa., port unspecified",Other,6.6111,20.9394,647,grey
1850,1800-1850,"Africa., port unspecified",USA,6.6111,20.9394,34036,green
1850,1800-1850,"Africa., port unspecified",Other,6.6111,20.9394,567,grey
1850,1800-1850,"Gold Coast, port unspecified",Other,5.1036,-1.2411,273,grey
1850,1800-1850,"Gold Coast, port unspecified",France,5.1036,-1.2411,376,blue
1850,1800-1850,"Gold Coast, port unspecified",Great Britain,5.1036,-1.2411,28717,red
1850,1800-1850,"Gold Coast, port unspecified",Portugal,5.1036,-1.2411,1567,purple
1850,1800-1850,"Gold Coast, port unspecified",Spain,5.1036,-1.2411,808,yellow
1850,1800-1850,"Gold Coast, port unspecified",USA,5.1036,-1.2411,5927,green
1850,1800-1850,Cape Coast Castle,Great Britain,5.1,-1.24,8000,red
1850,1800-1850,Cape Coast Castle,USA,5.1,-1.24,1188,green
1850,1800-1850,"Anomabu, Adja, Agga",Other,5.1761,-1.1233,364,grey
1850,1800-1850,"Anomabu, Adja, Agga",France,5.1761,-1.1233,385,blue
1850,1800-1850,"Anomabu, Adja, Agga",Great Britain,5.1761,-1.1233,1300,red
1850,1800-1850,"Anomabu, Adja, Agga",Spain,5.1761,-1.1233,367,yellow
1850,1800-1850,"Anomabu, Adja, Agga",USA,5.1761,-1.1233,317,green
1850,1800-1850,"Gold Coast, Fr. definition",Portugal,5.1761,-1.1233,530,purple
1850,1800-1850,Windward + Ivory + Gold +  Benin,France,5.1761,-1.1233,164,blue
1850,1800-1850,Windward + Ivory + Gold +  Benin,Netherlands,5.1761,-1.1233,95,orange
1850,1800-1850,Windward + Ivory + Gold +  Benin,Portugal,5.1761,-1.1233,432,purple
1850,1800-1850,Windward + Ivory + Gold +  Benin,USA,5.1761,-1.1233,385,green
1850,1800-1850,Christiansborg,Other,5.5469,-0.1833,1736,grey
1850,1800-1850,Christiansborg,Other,5.5469,-0.1833,82,grey
1850,1800-1850,Accra,Other,5.55,-0.02,295,grey
1850,1800-1850,Accra,Great Britain,5.55,-0.02,2813,red
1850,1800-1850,Accra,Portugal,5.55,-0.02,317,purple
1850,1800-1850,Accra,Spain,5.55,-0.02,556,yellow
1850,1800-1850,Accra,USA,5.55,-0.02,291,green
1850,1800-1850,Keta,Other,5.9031,0.9868,43,grey
1850,1800-1850,Keta,Spain,5.9031,0.9868,9,yellow
1850,1800-1850,Little Popo,Spain,6.2273,1.5814,3,yellow
1850,1800-1850,Popo,Other,6.2833,1.833,1147,grey
1850,1800-1850,Popo,France,6.2833,1.833,34,blue
1850,1800-1850,Popo,Great Britain,6.2833,1.833,484,red
1850,1800-1850,Popo,Portugal,6.2833,1.833,1391,purple
1850,1800-1850,Popo,Spain,6.2833,1.833,1935,yellow
1850,1800-1850,Popo,USA,6.2833,1.833,489,green
1850,1800-1850,Whydah,Other,6.363,2.085,10267,grey
1850,1800-1850,Whydah,France,6.363,2.085,2211,blue
1850,1800-1850,Whydah,Great Britain,6.363,2.085,2201,red
1850,1800-1850,Whydah,Other,6.363,2.085,490,grey
1850,1800-1850,Whydah,Portugal,6.363,2.085,12299,purple
1850,1800-1850,Whydah,Spain,6.363,2.085,6169,yellow
1850,1800-1850,Whydah,USA,6.363,2.085,1152,green
1850,1800-1850,"Bight of Benin, port unspecified",Other,5,2.1,3993,grey
1850,1800-1850,"Bight of Benin, port unspecified",Other,5,2.1,81,grey
1850,1800-1850,"Bight of Benin, port unspecified",France,5,2.1,676,blue
1850,1800-1850,"Bight of Benin, port unspecified",Great Britain,5,2.1,616,red
1850,1800-1850,"Bight of Benin, port unspecified",Portugal,5,2.1,2093,purple
1850,1800-1850,"Bight of Benin, port unspecified",Spain,5,2.1,1754,yellow
1850,1800-1850,"Bight of Benin, port unspecified",USA,5,2.1,772,green
1850,1800-1850,Benin,Other,6.379,2.4513,166,grey
1850,1800-1850,Benin,France,6.379,2.4513,683,blue
1850,1800-1850,Benin,Great Britain,6.379,2.4513,255,red
1850,1800-1850,Benin,Portugal,6.379,2.4513,571,purple
1850,1800-1850,Porto Novo,Other,6.4969,2.6289,1417,grey
1850,1800-1850,Porto Novo,Great Britain,6.4969,2.6289,669,red
1850,1800-1850,Porto Novo,Portugal,6.4969,2.6289,3559,purple
1850,1800-1850,Porto Novo,Spain,6.4969,2.6289,490,yellow
1850,1800-1850,Badagry,Other,6.415,2.88,1756,grey
1850,1800-1850,Badagry,Great Britain,6.415,2.88,615,red
1850,1800-1850,Badagry,Portugal,6.415,2.88,3779,purple
1850,1800-1850,Badagry,Spain,6.415,2.88,205,yellow
1850,1800-1850,Ife,Portugal,7.4905,4.5521,507,purple
1850,1800-1850,River Brass,France,4.317,6.224,1458,blue
1850,1800-1850,River Brass,Other,4.317,6.224,322,grey
1850,1800-1850,River Brass,Portugal,4.317,6.224,597,purple
1850,1800-1850,River Brass,Spain,4.317,6.224,1943,yellow
1850,1800-1850,Iles Plantain,Spain,0.255436,6.602781,158,yellow
1850,1800-1850,Costa de Africa (mainland coast around S Tome/Principe),Portugal,0.34523,6.7371,214,purple
1850,1800-1850,Costa de Africa (mainland coast around S Tome/Principe),Spain,0.34523,6.7371,148,yellow
1850,1800-1850,São Tomé,France,0.34523,6.7371,5318,blue
1850,1800-1850,São Tomé,Portugal,0.34523,6.7371,6782,purple
1850,1800-1850,São Tomé,Spain,0.34523,6.7371,18040,yellow
1850,1800-1850,São Tomé,USA,0.34523,6.7371,73,green
